Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
32,Non-Travel,921,Human Resources,12,3,2,Female,5,Laboratory Technician,3,Single,11550,5,No,13,3,1,1,14,3,1,7,0,1,10,No
47,Non-Travel,1170,Sales,21,3,2,Female,2,Research Scientist,1,Married,5846,8,No,15,4,4,2,22,5,3,18,12,1,12,No
54,Travel_Rarely,589,Human Resources,15,3,4,Female,1,Sales Executive,3,Divorced,18838,7,No,12,4,4,0,6,4,2,15,16,12,6,No
23,Non-Travel,1402,Sales,1,3,3,Male,5,Manager,1,Single,19330,7,No,13,3,4,1,23,5,1,4,9,10,14,No
53,Travel_Frequently,1100,Sales,4,3,1,Female,3,Healthcare Representative,4,Married,4136,0,No,21,4,3,1,27,0,3,26,6,14,5,No
52,Non-Travel,821,Sales,10,2,4,Male,3,Sales Executive,3,Married,17236,3,Yes,13,3,1,1,5,2,2,8,3,14,13,Yes
22,Non-Travel,911,Research & Development,12,1,2,Female,1,Manager,2,Married,12467,7,Yes,24,4,4,0,31,3,1,28,7,0,0,Yes
22,Non-Travel,972,Sales,21,3,1,Male,4,Laboratory Technician,4,Married,16397,8,Yes,22,4,1,1,5,1,3,29,11,1,0,No
47,Travel_Rarely,324,Research & Development,14,2,1,Female,5,Sales Representative,1,Divorced,3947,2,No,11,3,3,0,5,0,3,14,16,9,0,No
53,Travel_Rarely,452,Research & Development,12,4,4,Male,1,Sales Executive,4,Single,14316,9,Yes,14,3,1,2,0,5,2,0,8,0,2,Yes
34,Non-Travel,1060,Sales,3,4,1,Male,2,Sales Executive,1,Married,17394,0,Yes,21,3,3,1,37,1,3,29,16,3,4,Yes
44,Travel_Rarely,717,Sales,2,2,3,Male,3,Research Scientist,4,Married,8026,4,No,13,4,3,0,6,5,1,26,16,8,14,No
59,Travel_Rarely,1197,Human Resources,28,1,3,Male,3,Sales Representative,4,Single,8555,4,Yes,14,3,4,2,27,1,2,2,6,9,1,No
31,Travel_Rarely,836,Research & Development,25,1,2,Male,2,Sales Executive,3,Married,19576,1,No,24,3,1,0,18,4,1,15,2,3,5,No
27,Travel_Frequently,192,Human Resources,2,3,2,Female,4,Healthcare Representative,3,Married,6674,1,Yes,23,3,2,0,13,1,3,28,5,11,0,No
59,Travel_Rarely,1030,Sales,13,4,1,Male,2,Manager,2,Divorced,16392,4,No,20,4,1,1,34,4,3,14,8,2,2,No
29,Travel_Rarely,953,Sales,26,4,1,Female,2,Healthcare Representative,1,Married,6751,9,No,18,4,4,0,9,4,3,28,3,11,12,No
37,Travel_Frequently,610,Sales,20,4,2,Male,3,Research Scientist,3,Divorced,10453,6,No,22,3,2,0,4,3,2,30,5,0,7,No
36,Travel_Frequently,1206,Human Resources,3,1,4,Male,1,Manager,3,Married,3695,1,Yes,22,3,3,1,7,3,1,27,13,6,7,No
39,Travel_Frequently,591,Sales,13,1,4,Female,5,Manager,2,Married,18095,6,No,15,4,2,1,26,2,3,27,0,3,10,No
29,Non-Travel,260,Human Resources,25,4,3,Female,3,Laboratory Technician,3,Divorced,5360,9,No,21,4,3,0,6,4,1,30,1,14,11,No
46,Non-Travel,269,Sales,9,3,2,Female,5,Laboratory Technician,2,Married,14465,3,No,16,4,4,1,21,2,1,29,2,14,5,No
47,Travel_Rarely,1362,Human Resources,16,4,4,Female,2,Healthcare Representative,2,Divorced,8608,8,No,14,4,3,1,29,5,3,13,16,3,6,No
26,Non-Travel,626,Research & Development,10,4,2,Male,1,Research Scientist,2,Single,4463,5,Yes,14,4,2,1,19,4,1,11,13,9,16,Yes
38,Travel_Rarely,680,Human Resources,6,3,4,Female,2,Sales Representative,4,Married,2135,8,No,18,4,2,0,7,3,2,1,9,7,2,No
20,Travel_Frequently,527,Sales,25,2,1,Female,4,Sales Representative,3,Single,3984,4,Yes,14,3,1,1,21,2,2,12,13,11,11,Yes
27,Travel_Frequently,1132,Sales,7,3,3,Female,1,Sales Executive,2,Single,10863,4,Yes,19,4,4,2,0,3,2,32,11,9,0,Yes
59,Non-Travel,947,Human Resources,17,3,1,Male,3,Sales Representative,3,Single,4944,0,Yes,24,4,4,2,35,5,1,11,10,13,2,Yes
39,Travel_Rarely,1358,Human Resources,10,4,2,Female,4,Manufacturing Director,4,Single,4919,2,Yes,16,3,4,0,9,0,1,26,15,6,9,Yes
44,Non-Travel,1352,Research & Development,18,4,4,Male,5,Sales Representative,1,Married,19123,1,Yes,23,4,3,0,11,2,1,8,0,12,1,Yes
55,Travel_Frequently,1485,Sales,23,1,4,Female,4,Research Scientist,2,Single,11683,4,No,10,3,1,2,24,4,2,30,7,0,15,Yes
47,Non-Travel,560,Research & Development,16,4,1,Female,2,Healthcare Representative,2,Married,2724,5,No,16,3,3,2,26,2,3,30,5,14,14,No
51,Non-Travel,917,Research & Development,5,3,2,Male,4,Laboratory Technician,3,Divorced,4022,9,No,18,4,2,2,27,1,2,4,1,12,12,No
47,Travel_Frequently,585,Human Resources,9,3,1,Female,4,Manager,1,Divorced,11207,2,No,13,4,4,2,28,5,3,18,17,8,6,No
38,Travel_Rarely,1085,Research & Development,7,2,3,Female,3,Manufacturing Director,4,Single,6257,3,No,15,3,1,0,21,4,1,31,14,13,16,No
44,Non-Travel,1147,Human Resources,20,2,4,Male,4,Healthcare Representative,1,Married,5555,4,No,10,4,4,2,22,3,1,4,6,8,5,No
30,Travel_Frequently,452,Sales,20,4,2,Female,3,Research Scientist,3,Divorced,16142,1,Yes,13,4,1,1,21,4,2,13,2,10,3,No
55,Travel_Frequently,1303,Research & Development,5,1,2,Female,3,Sales Executive,1,Divorced,10125,4,No,19,3,1,1,2,4,2,34,12,1,5,Yes
25,Travel_Frequently,506,Human Resources,18,3,2,Male,4,Sales Executive,3,Married,19895,7,No,10,4,1,2,4,0,2,14,17,5,0,No
55,Travel_Rarely,1476,Research & Development,13,4,4,Female,5,Sales Representative,4,Divorced,13935,3,Yes,12,4,2,2,32,1,3,4,5,8,16,No
54,Travel_Rarely,1291,Research & Development,12,4,4,Female,5,Sales Executive,3,Married,7941,4,No,11,4,2,2,32,4,2,16,6,4,16,No
23,Non-Travel,125,Human Resources,25,1,4,Male,1,Sales Executive,2,Divorced,16454,9,Yes,24,3,2,1,29,4,3,13,3,5,0,Yes
47,Travel_Rarely,657,Research & Development,2,1,1,Male,2,Sales Executive,3,Divorced,10245,2,No,12,4,4,1,19,3,1,33,8,0,14,No
59,Travel_Frequently,643,Research & Development,21,3,1,Male,5,Laboratory Technician,3,Married,15244,9,Yes,22,3,1,2,16,5,2,27,4,1,16,Yes
42,Non-Travel,1251,Research & Development,16,1,1,Female,4,Sales Executive,4,Single,9659,0,Yes,10,4,1,1,21,2,1,1,12,7,10,Yes
32,Travel_Rarely,1114,Human Resources,8,4,1,Female,4,Manager,3,Divorced,1506,6,No,13,4,1,1,23,0,3,31,0,12,16,No
54,Travel_Frequently,170,Sales,7,4,3,Female,4,Research Scientist,4,Single,8128,8,No,12,4,4,1,2,5,2,21,9,0,10,No
39,Non-Travel,1276,Human Resources,5,4,3,Female,3,Research Scientist,3,Divorced,5394,1,No,17,4,4,1,34,1,3,25,15,13,12,No
23,Non-Travel,405,Sales,18,2,4,Male,4,Manager,4,Single,6278,2,Yes,14,3,3,1,19,1,3,0,7,1,2,Yes
28,Travel_Rarely,617,Sales,19,2,3,Female,5,Manager,1,Single,8742,5,Yes,19,4,3,0,17,4,2,11,12,7,13,Yes
46,Travel_Frequently,338,Sales,8,3,4,Female,1,Manager,2,Divorced,13392,0,No,12,4,3,2,34,3,1,30,4,7,16,Yes
37,Travel_Rarely,320,Sales,11,1,1,Female,1,Sales Executive,1,Divorced,16709,4,No,24,3,3,1,29,5,3,27,17,7,12,No
27,Travel_Frequently,837,Human Resources,28,3,3,Male,4,Sales Executive,1,Married,5853,9,Yes,12,3,1,0,28,1,2,12,16,6,14,Yes
51,Travel_Rarely,218,Sales,20,4,1,Female,1,Healthcare Representative,2,Single,12474,4,No,24,4,3,1,27,4,1,13,12,5,5,No
23,Non-Travel,212,Human Resources,17,1,2,Female,3,Sales Executive,2,Married,9810,8,No,15,3,2,2,11,4,2,17,5,9,0,Yes
27,Travel_Rarely,1200,Sales,4,1,2,Male,1,Laboratory Technician,2,Married,2587,0,Yes,21,4,4,1,32,4,3,23,13,10,14,Yes
37,Non-Travel,581,Research & Development,16,2,3,Female,2,Research Scientist,3,Divorced,8817,6,No,14,4,3,1,7,5,3,23,13,11,5,No
19,Travel_Frequently,1007,Research & Development,12,4,1,Female,1,Sales Executive,3,Divorced,14790,9,No,20,4,4,0,31,5,2,30,9,13,3,No
34,Non-Travel,1480,Research & Development,24,2,1,Female,3,Sales Executive,4,Married,15316,5,No,21,3,2,1,38,0,2,21,11,7,10,No
56,Travel_Rarely,171,Human Resources,6,3,1,Female,1,Sales Executive,3,Divorced,15734,3,Yes,19,3,2,2,34,4,2,32,13,10,6,No
57,Travel_Rarely,1211,Research & Development,28,4,1,Female,5,Research Scientist,3,Married,16618,2,No,12,3,3,2,35,1,3,18,1,9,10,No
54,Travel_Frequently,253,Human Resources,27,2,3,Female,4,Healthcare Representative,1,Divorced,11168,1,Yes,21,4,1,0,17,0,2,32,4,3,1,Yes
31,Non-Travel,1164,Sales,22,1,4,Male,4,Sales Executive,2,Divorced,1906,4,No,16,4,2,1,10,4,1,12,0,9,3,Yes
20,Non-Travel,528,Sales,15,4,2,Female,4,Healthcare Representative,3,Divorced,8321,6,Yes,22,4,3,0,37,1,2,27,9,3,3,Yes
52,Non-Travel,289,Sales,17,2,4,Female,1,Sales Executive,3,Married,11976,6,Yes,13,3,2,1,35,4,1,5,7,14,1,Yes
33,Travel_Frequently,420,Sales,26,3,4,Male,3,Research Scientist,4,Married,6317,9,Yes,16,3,2,1,4,3,1,32,15,1,6,Yes
49,Non-Travel,610,Research & Development,25,4,2,Female,2,Manufacturing Director,1,Married,3618,3,No,20,3,1,0,39,5,2,23,11,9,8,Yes
23,Travel_Frequently,1121,Sales,23,4,1,Female,5,Sales Representative,4,Married,8343,5,No,22,4,1,1,12,2,3,33,16,5,0,No
46,Non-Travel,1052,Sales,6,4,2,Male,4,Sales Executive,3,Married,3162,6,No,12,3,1,1,34,4,2,21,14,9,12,No
42,Non-Travel,1120,Research & Development,12,2,1,Female,1,Manufacturing Director,2,Single,16395,6,No,24,4,4,1,22,5,1,0,1,14,16,No
56,Non-Travel,130,Human Resources,22,3,4,Male,5,Manager,3,Single,7775,6,No,17,3,2,0,29,4,1,21,10,8,8,No
22,Travel_Frequently,1465,Human Resources,4,2,4,Female,3,Healthcare Representative,4,Divorced,12528,6,No,22,3,1,2,34,1,3,4,10,1,2,No
35,Travel_Frequently,707,Sales,20,3,2,Female,3,Healthcare Representative,3,Divorced,2811,9,Yes,24,3,4,2,8,4,1,0,3,12,0,Yes
59,Travel_Frequently,255,Sales,11,2,3,Female,1,Healthcare Representative,2,Single,10222,3,No,19,4,2,0,17,1,1,13,4,9,15,Yes
34,Non-Travel,1400,Research & Development,16,4,2,Male,3,Sales Executive,4,Single,18694,0,Yes,21,4,4,0,10,2,2,7,7,13,0,Yes
45,Non-Travel,1209,Human Resources,26,4,1,Male,2,Laboratory Technician,1,Married,6155,9,Yes,12,4,4,1,6,2,3,15,16,3,9,No
24,Non-Travel,215,Research & Development,25,4,1,Male,2,Research Scientist,3,Single,14320,0,Yes,11,4,3,1,20,2,2,10,1,5,9,Yes
48,Non-Travel,711,Human Resources,11,2,1,Female,2,Healthcare Representative,3,Divorced,8068,9,No,11,3,4,0,21,4,1,23,0,12,5,No
29,Non-Travel,1368,Human Resources,20,4,2,Female,1,Manufacturing Director,3,Married,13441,0,No,15,3,3,2,21,0,1,34,3,4,1,No
42,Non-Travel,1055,Human Resources,1,1,2,Male,5,Manager,2,Divorced,19676,7,Yes,11,4,1,1,8,3,2,21,1,12,14,Yes
54,Non-Travel,372,Human Resources,21,3,2,Male,3,Research Scientist,3,Divorced,4618,9,No,19,4,1,1,15,0,3,10,8,12,13,No
45,Non-Travel,1080,Sales,4,1,3,Female,2,Sales Executive,3,Single,3819,3,Yes,14,4,3,0,35,4,2,12,6,14,8,Yes
37,Travel_Rarely,364,Research & Development,26,3,3,Male,3,Manager,4,Married,17238,6,Yes,22,3,3,1,10,5,1,21,7,14,3,No
25,Non-Travel,592,Sales,9,4,3,Male,2,Sales Representative,4,Single,10902,9,No,17,3,2,0,31,4,2,22,6,10,12,No
32,Travel_Frequently,373,Sales,20,4,2,Male,3,Manufacturing Director,3,Married,6323,7,No,14,4,3,2,3,0,2,6,16,3,3,No
53,Non-Travel,1070,Research & Development,19,2,2,Male,1,Research Scientist,1,Married,12179,7,Yes,22,4,4,1,36,4,1,17,4,2,1,Yes
27,Travel_Frequently,1403,Research & Development,8,4,2,Male,1,Sales Representative,1,Single,6376,6,Yes,23,4,3,0,3,1,2,13,0,2,6,Yes
45,Travel_Frequently,162,Human Resources,24,1,3,Male,4,Research Scientist,4,Single,9777,3,No,18,3,1,2,17,3,2,15,17,12,5,No
38,Non-Travel,945,Sales,6,3,2,Female,1,Sales Representative,2,Single,17965,2,No,11,4,3,0,26,1,1,4,1,10,4,No
31,Travel_Frequently,447,Sales,26,2,3,Male,5,Healthcare Representative,1,Single,8089,0,Yes,19,3,2,2,17,0,2,29,8,1,7,Yes
48,Non-Travel,1151,Sales,15,1,2,Male,2,Research Scientist,1,Single,13065,6,Yes,12,3,4,1,23,3,3,13,16,2,2,Yes
33,Travel_Rarely,295,Human Resources,14,4,3,Male,3,Sales Executive,1,Married,18549,2,Yes,17,4,3,2,26,2,2,25,10,10,3,Yes
30,Non-Travel,612,Research & Development,7,4,2,Female,5,Sales Representative,1,Single,13855,6,No,17,3,2,1,38,0,1,6,5,9,13,No
40,Travel_Frequently,388,Research & Development,1,1,1,Female,3,Sales Executive,4,Single,8883,7,Yes,13,4,3,1,5,2,2,3,16,9,13,No
49,Non-Travel,1322,Sales,20,2,2,Male,2,Sales Executive,4,Married,19494,9,Yes,24,3,3,1,13,4,1,2,5,11,10,No
54,Travel_Rarely,215,Research & Development,21,3,3,Male,5,Manager,1,Married,9735,8,No,14,3,4,2,17,5,1,11,15,4,10,No
44,Travel_Frequently,914,Sales,24,1,2,Male,4,Manager,2,Single,8888,3,No,23,4,2,2,27,5,3,4,17,4,2,No
45,Travel_Frequently,268,Sales,27,2,4,Male,4,Manager,4,Married,13152,0,No,17,3,1,2,20,2,2,26,17,8,2,No
51,Travel_Rarely,939,Research & Development,9,1,1,Female,2,Manager,2,Divorced,6571,6,Yes,21,3,2,1,0,2,2,11,4,12,14,Yes
29,Travel_Frequently,1175,Research & Development,16,1,1,Male,1,Research Scientist,4,Divorced,10543,7,Yes,17,3,2,2,18,5,2,14,17,14,0,No
28,Travel_Frequently,1153,Research & Development,26,1,4,Male,2,Sales Executive,2,Single,6421,3,No,14,4,4,2,32,2,1,10,4,0,3,No
38,Non-Travel,146,Human Resources,16,3,3,Male,4,Laboratory Technician,3,Divorced,2627,6,Yes,16,3,1,1,34,4,2,29,13,4,11,Yes
44,Non-Travel,1183,Human Resources,21,3,2,Female,2,Laboratory Technician,1,Divorced,5180,1,Yes,21,4,1,1,10,0,1,31,3,9,11,Yes
45,Travel_Frequently,515,Sales,20,2,3,Male,4,Laboratory Technician,2,Married,14209,1,Yes,21,4,4,1,26,4,3,18,5,7,1,Yes
24,Travel_Frequently,1054,Sales,28,1,4,Male,3,Healthcare Representative,1,Divorced,16978,7,Yes,11,4,4,2,37,0,3,31,11,10,7,Yes
50,Travel_Rarely,1449,Research & Development,10,4,4,Female,2,Sales Executive,1,Single,5212,1,No,23,3,4,1,5,0,2,12,7,8,11,Yes
33,Non-Travel,266,Research & Development,6,3,4,Female,2,Research Scientist,3,Single,6831,4,Yes,21,3,1,0,0,4,3,19,10,9,15,Yes
54,Non-Travel,607,Research & Development,26,4,2,Female,1,Sales Representative,4,Married,4365,2,Yes,12,3,3,1,14,3,3,32,14,3,9,No
48,Non-Travel,1313,Human Resources,13,4,1,Male,2,Manufacturing Director,1,Single,3650,4,Yes,20,3,4,2,1,4,3,16,6,0,1,Yes
59,Travel_Frequently,298,Sales,6,3,2,Male,5,Manager,4,Married,5076,0,No,14,3,4,2,14,4,1,28,2,7,8,No
44,Travel_Frequently,465,Human Resources,18,1,1,Male,3,Sales Representative,1,Divorced,15837,4,Yes,17,4,2,2,36,4,3,4,8,8,6,Yes
40,Non-Travel,868,Sales,24,4,3,Male,4,Laboratory Technician,2,Divorced,15572,9,No,24,4,1,2,16,5,3,8,14,12,12,No
25,Non-Travel,1494,Research & Development,22,1,1,Female,5,Sales Executive,3,Divorced,19318,9,Yes,14,4,1,1,37,4,1,28,12,9,8,No
34,Travel_Rarely,512,Sales,10,3,3,Female,4,Sales Representative,2,Married,1906,4,Yes,21,4,2,0,21,2,3,29,7,9,1,No
54,Travel_Frequently,639,Research & Development,26,1,4,Male,4,Sales Executive,4,Married,15681,6,Yes,16,4,3,0,5,2,2,34,8,9,0,Yes
34,Travel_Frequently,1214,Human Resources,2,4,1,Male,3,Healthcare Representative,1,Single,12326,0,Yes,12,4,4,0,19,1,3,23,12,10,13,Yes
20,Travel_Frequently,267,Research & Development,25,4,3,Female,3,Research Scientist,1,Married,7649,2,No,21,3,4,0,0,4,3,9,14,8,5,No
28,Travel_Frequently,558,Research & Development,6,4,4,Male,3,Healthcare Representative,2,Single,4602,5,Yes,22,3,1,1,15,5,3,0,16,12,2,Yes
42,Travel_Rarely,542,Sales,7,2,2,Female,2,Sales Executive,2,Single,4693,4,No,24,3,3,2,38,2,1,5,5,10,13,Yes
44,Travel_Frequently,661,Human Resources,9,3,4,Female,1,Laboratory Technician,1,Single,10909,3,Yes,11,3,1,1,23,3,2,5,17,10,0,Yes
59,Travel_Rarely,902,Sales,12,1,1,Female,4,Sales Executive,1,Divorced,16059,1,Yes,22,3,1,1,20,0,3,26,0,14,3,Yes
57,Travel_Rarely,410,Sales,2,4,3,Male,4,Manufacturing Director,3,Single,3949,3,No,21,4,2,0,31,5,1,10,15,4,2,No
40,Travel_Rarely,648,Human Resources,21,1,1,Male,3,Laboratory Technician,1,Single,13767,3,No,19,4,2,1,26,1,3,26,2,11,12,No
41,Travel_Frequently,1383,Human Resources,4,4,1,Male,4,Research Scientist,2,Married,4434,1,No,17,4,2,2,10,1,3,28,13,14,11,No
51,Travel_Frequently,1260,Sales,4,1,3,Female,4,Manufacturing Director,2,Single,5145,3,Yes,15,3,1,2,25,2,2,23,11,1,13,Yes
20,Travel_Frequently,1438,Research & Development,1,2,4,Female,5,Sales Executive,1,Married,2005,4,No,10,4,4,0,20,1,2,14,17,6,16,No
42,Travel_Rarely,1055,Sales,27,3,3,Male,5,Healthcare Representative,4,Single,19029,1,No,21,4,4,0,5,0,3,21,8,4,2,No
37,Non-Travel,915,Human Resources,2,4,2,Female,2,Sales Executive,1,Married,7138,0,No,17,3,3,2,36,4,3,15,1,14,8,No
50,Travel_Frequently,398,Research & Development,21,3,2,Male,2,Sales Executive,2,Divorced,12454,8,Yes,10,4,1,2,14,3,3,9,16,1,9,Yes
51,Travel_Frequently,322,Sales,18,2,2,Male,3,Research Scientist,2,Divorced,4283,5,Yes,11,4,2,0,15,4,3,27,14,12,4,Yes
45,Travel_Frequently,854,Sales,24,2,2,Male,2,Manager,1,Married,12446,6,No,21,4,4,2,6,3,1,33,3,3,13,Yes
45,Travel_Frequently,666,Sales,13,3,1,Male,4,Healthcare Representative,3,Married,14441,2,Yes,12,3,1,0,22,4,1,12,2,10,7,No
47,Travel_Frequently,1202,Sales,26,2,4,Male,1,Healthcare Representative,3,Divorced,8829,0,No,15,3,1,0,30,2,2,28,2,3,15,No
42,Non-Travel,113,Sales,14,1,3,Male,2,Laboratory Technician,1,Divorced,12193,8,Yes,13,4,3,2,39,0,2,33,8,2,13,Yes
27,Non-Travel,1347,Research & Development,5,3,4,Male,3,Manufacturing Director,4,Single,5296,1,Yes,19,4,1,1,9,3,3,22,10,9,7,No
29,Non-Travel,338,Human Resources,26,2,3,Female,1,Healthcare Representative,1,Single,9651,8,Yes,17,4,3,0,11,4,2,2,15,2,5,Yes
49,Travel_Frequently,652,Human Resources,12,4,2,Female,3,Manager,2,Divorced,12300,9,No,21,3,4,1,29,2,3,25,14,14,9,No
43,Travel_Frequently,598,Research & Development,1,1,1,Male,1,Healthcare Representative,1,Married,3127,0,Yes,12,3,3,2,17,4,3,27,16,9,3,Yes
27,Travel_Rarely,1394,Human Resources,19,3,3,Female,5,Manager,2,Divorced,9277,0,Yes,10,4,2,1,26,5,1,28,9,4,3,Yes
54,Travel_Frequently,1108,Research & Development,9,4,3,Male,1,Laboratory Technician,1,Married,8580,0,Yes,17,3,4,2,7,3,1,26,9,1,11,Yes
59,Non-Travel,150,Sales,24,4,4,Male,3,Healthcare Representative,1,Divorced,4526,6,Yes,23,3,3,0,9,5,2,31,6,7,10,Yes
44,Travel_Rarely,1294,Research & Development,5,3,1,Male,2,Healthcare Representative,4,Divorced,3195,2,No,23,3,2,2,23,1,3,34,6,2,16,No
27,Non-Travel,1047,Sales,21,4,2,Male,3,Research Scientist,4,Single,1858,7,Yes,15,3,3,2,37,3,3,8,7,10,15,Yes
57,Non-Travel,195,Sales,24,2,1,Male,4,Sales Executive,1,Divorced,8197,5,Yes,22,4,2,0,13,1,1,19,13,12,6,Yes
27,Travel_Frequently,1194,Human Resources,4,2,1,Female,2,Research Scientist,4,Married,17865,8,No,15,3,1,1,9,0,2,14,8,3,14,No
36,Travel_Frequently,147,Human Resources,17,4,4,Female,4,Sales Representative,2,Single,14816,9,No,21,3,2,0,23,2,3,22,9,9,15,No
54,Non-Travel,695,Research & Development,19,1,2,Female,1,Sales Executive,4,Divorced,18738,8,Yes,11,3,2,2,21,1,3,32,17,0,1,No
39,Travel_Rarely,326,Research & Development,26,4,1,Female,5,Healthcare Representative,1,Single,10965,3,No,13,4,3,1,33,1,2,23,13,0,5,No
28,Travel_Rarely,115,Human Resources,9,3,1,Male,4,Laboratory Technician,1,Divorced,3361,6,No,19,4,1,2,12,3,3,9,3,3,8,No
21,Travel_Rarely,883,Human Resources,14,3,2,Male,5,Sales Representative,3,Married,10650,3,Yes,16,3,1,1,29,3,3,32,15,10,8,No
33,Non-Travel,1061,Sales,12,1,1,Female,2,Manufacturing Director,2,Divorced,6929,6,Yes,16,3,1,2,35,1,2,18,1,0,9,Yes
46,Travel_Frequently,771,Research & Development,11,3,4,Female,4,Manufacturing Director,2,Single,12935,8,No,11,4,4,0,33,2,3,7,8,14,4,No
48,Travel_Rarely,579,Sales,28,2,4,Female,3,Manager,1,Divorced,14922,4,No,24,4,3,2,4,4,3,22,9,11,12,No
27,Travel_Rarely,818,Research & Development,19,1,4,Male,2,Laboratory Technician,2,Married,18991,7,No,15,4,1,1,35,1,3,25,5,7,15,No
24,Travel_Frequently,312,Sales,5,3,4,Male,4,Sales Executive,1,Single,13455,0,No,14,4,3,0,7,2,2,15,10,3,3,No
47,Travel_Frequently,169,Sales,25,4,1,Male,3,Laboratory Technician,2,Married,12608,7,No,13,3,1,1,17,4,1,10,12,4,0,Yes
24,Travel_Rarely,319,Human Resources,3,3,3,Female,4,Sales Representative,2,Single,8857,6,No,10,4,1,0,36,1,2,17,14,10,6,Yes
20,Travel_Rarely,175,Sales,25,1,4,Male,1,Laboratory Technician,1,Married,5125,7,No,18,4,4,2,20,0,1,7,6,8,0,Yes
38,Non-Travel,1176,Human Resources,12,2,4,Female,1,Laboratory Technician,2,Divorced,7475,3,No,17,3,2,0,33,3,2,2,14,0,11,No
41,Non-Travel,952,Research & Development,19,3,2,Male,4,Sales Representative,3,Single,12165,8,Yes,13,3,2,0,27,2,2,32,11,4,13,Yes
28,Travel_Rarely,362,Sales,25,3,4,Female,3,Sales Executive,4,Divorced,19770,4,No,21,4,1,0,29,4,2,9,6,13,3,No
26,Travel_Frequently,897,Sales,25,3,1,Female,1,Manufacturing Director,1,Divorced,12644,3,No,16,3,2,1,32,3,3,34,17,10,10,No
27,Travel_Rarely,777,Human Resources,5,1,3,Male,4,Manufacturing Director,3,Single,3548,6,Yes,13,4,3,0,39,1,1,13,12,0,5,Yes
32,Travel_Frequently,255,Human Resources,12,4,2,Female,1,Manufacturing Director,3,Divorced,3621,2,No,23,4,3,2,20,5,2,18,14,12,3,No
18,Travel_Rarely,1458,Human Resources,3,1,4,Male,1,Sales Executive,1,Divorced,16704,6,Yes,14,3,2,2,4,4,2,16,10,7,15,Yes
18,Non-Travel,1412,Sales,19,4,4,Male,3,Healthcare Representative,1,Married,17047,6,Yes,14,4,1,2,7,2,3,5,11,1,9,Yes
33,Non-Travel,1162,Human Resources,12,2,4,Female,1,Sales Representative,1,Single,8624,7,No,23,3,1,0,5,1,2,22,17,11,7,No
18,Non-Travel,1232,Sales,28,4,1,Male,4,Manufacturing Director,2,Single,7042,1,No,10,4,2,1,6,5,3,5,16,8,10,No
31,Travel_Rarely,866,Research & Development,18,1,2,Male,3,Manufacturing Director,4,Divorced,1736,6,Yes,12,4,3,2,2,3,1,20,5,4,2,Yes
42,Non-Travel,1225,Sales,13,3,2,Male,5,Manager,2,Divorced,16371,2,Yes,17,4,3,2,7,3,3,9,16,6,11,Yes
19,Travel_Frequently,839,Sales,5,4,4,Male,3,Laboratory Technician,4,Single,16274,8,Yes,24,4,1,2,18,2,1,0,17,13,2,Yes
43,Travel_Rarely,332,Sales,9,4,3,Female,1,Sales Representative,3,Single,13522,3,No,14,3,1,1,27,1,2,24,14,1,10,No
44,Travel_Rarely,334,Human Resources,23,2,4,Male,3,Laboratory Technician,1,Married,19544,9,No,19,4,1,0,25,2,3,22,6,6,12,No
42,Non-Travel,1295,Sales,5,2,4,Female,4,Healthcare Representative,1,Married,5016,1,Yes,13,3,3,1,24,5,1,30,0,3,2,Yes
44,Non-Travel,724,Sales,24,4,2,Female,5,Sales Executive,4,Divorced,16853,3,No,20,3,2,0,21,0,1,22,8,11,0,No
51,Non-Travel,1121,Sales,17,3,1,Female,1,Sales Executive,3,Divorced,19437,6,No,12,3,1,1,7,0,1,25,17,9,8,No
20,Travel_Rarely,302,Sales,15,4,3,Male,4,Laboratory Technician,2,Married,13005,5,Yes,24,3,1,1,0,3,2,2,1,14,10,Yes
25,Travel_Frequently,726,Research & Development,14,1,4,Male,4,Sales Executive,2,Married,13655,1,Yes,20,3,1,0,21,5,3,4,13,3,13,Yes
31,Non-Travel,217,Sales,1,2,1,Male,5,Manager,3,Single,15283,0,Yes,22,3,4,0,34,1,2,22,7,12,5,No
46,Travel_Rarely,409,Sales,7,2,3,Female,3,Manufacturing Director,1,Single,8005,8,No,19,3,1,1,10,0,3,18,14,5,13,No
54,Travel_Rarely,252,Research & Development,15,2,2,Female,5,Research Scientist,3,Single,6671,2,Yes,11,3,2,2,21,1,1,30,0,0,0,Yes
56,Travel_Rarely,391,Human Resources,14,4,4,Male,3,Manufacturing Director,3,Divorced,13636,3,No,24,3,2,2,13,1,1,5,14,1,13,No
42,Travel_Rarely,949,Sales,6,4,3,Male,1,Manufacturing Director,3,Married,6642,5,No,11,4,1,0,5,5,2,30,8,2,15,No
35,Non-Travel,107,Research & Development,23,3,3,Female,1,Research Scientist,4,Married,15651,2,Yes,12,4,1,1,12,2,2,1,4,12,1,Yes
